Report ID,Reporting Entity,Report Submission Date,Incident Date,City,State,Roadway Type,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,SV Precrash Speed (MPH),Automation System Engaged?,Engagement Status,Within ODD?,Narrative,Incident Year,Incident Month,Incident Month Name,Incident Quarter,Reporting Delay Months,Weather Condition,Severity Group,Crash Counterpart Group
30270-14423,Waymo LLC,2026-03-01,2026-03-01,Dallas,TX,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,22,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 10:58 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Dallas, Texas was in a collision involving a passenger car on [XXX] near [XXX].

The Waymo AV was traveling westbound in the left lane on [XXX] when it approached a passenger car traveling westbound in the right lane on [XXX]. As the Waymo AV proceeded straight, the passenger car initiated a left turn from the right lane into a parking lot on the south side of [XXX], crossing the dashed white lane line and entering the Waymo AV's lane of travel. The Waymo AV braked as the passenger car continued to turn left, and the left side of the passenger car made contact with the front right and right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14425,Waymo LLC,2026-03-01,2026-03-01,San Francisco,CA,Street,First Responder Vehicle,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 8:56 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a first responder vehicle on [XXX] near [XXX]. 

The Waymo AV was traveling westbound on [XXX]at a low rate of speed, with vehicles parked at the curb in both directions and active emergency vehicles stopped on both sides of the roadway facing east. The Waymo AV maneuvered to the right and slowed to a stop in-lane to yield to an active ambulance, which was initially stopped, as the ambulance began traveling eastbound on [XXX]. While the Waymo AV was stopped, the ambulance proceeded to pass the Waymo AV to the left, and the left side of the ambulance made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Emergency Vehicle
30270-14421,Waymo LLC,2026-03-01,2026-03-01,Austin,TX,Street,Pickup Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 2:48 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a pickup truck on [XXX] near [XXX].

The Waymo AV was traveling eastbound on a narrow portion of [XXX], with vehicles parked at the curb in both directions, when it slowed to a stop in-lane to yield to a pickup truck traveling westbound on [XXX]. While the Waymo AV was stopped, the pickup truck proceeded to pass the Waymo AV to the left, and the left side of the pickup truck made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14420,Waymo LLC,2026-03-01,2026-03-01,Austin,TX,Parking Lot,Heavy Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 7:46 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a heavy truck in a parking lot at [XXX].

The Waymo AV was traveling westbound in a parking lot at [XXX] when it slowed to a stop to yield to a heavy truck facing west and reversing to the left of the Waymo AV. While the Waymo AV was stopped, the heavy truck continued to reverse and began executing a reversing turn into a loading dock parking stall at the south side of the parking lot, and the right side of the heavy truck cab made contact with the front left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Commercial Vehicle
30270-14390,Waymo LLC,2026-03-01,2026-03-01,Los Angeles,CA,Street,SUV,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 10:37 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX].

The Waymo AV was traveling eastbound on [XXX] when it slowed to a stop for a stop sign at the intersection with [XXX]. While the Waymo was stopped, an SUV traveling directly behind the Waymo AV approached the Waymo AV from behind, and the front of the SUV made contact with the rear of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14097,Waymo LLC,2026-03-01,2026-02-01,Tempe,AZ,Intersection,Passenger Car,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On February [XXX], 2026 at 1:49 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a passenger car on [XXX] at [XXX].

The Waymo AV was stopped facing south on [XXX] in a queue of traffic for a stop sign at the intersection with [XXX]. A passenger car that was stopped directly in front of the Waymo AV proceeded forward, entering the intersection, and the Waymo AV proceeded forward and came to a stop at the stop sign. While the Waymo AV was coming to a stop, the passenger car stopped and began to reverse, and the rear of the passenger car made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,2,February,1,1,Unknown,No Injury,Passenger Vehicle
30270-14383,Waymo LLC,2026-03-01,2026-03-01,San Francisco,CA,Street,Passenger Car,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 5:45 AM a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 

The Waymo AV was parked facing northeast at the curb on [XXX]. A passenger car traveling northeastbound on [XXX] began to depart the lane of travel towards the curb as it approached the Waymo AV. The right side of the moving passenger car first made contact with the left side of a parked passenger car that was directly behind the Waymo AV. The moving passenger car then continued forward and the front right side of the passenger car made contact with the rear left side of the parked Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. All three vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14384,Waymo LLC,2026-03-01,2026-03-01,Austin,TX,Parking Lot,Other Fixed Object,Property Damage. No Injured Reported,Making Left Turn,9,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 7:57 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving the pavement in a parking lot driveway at [XXX].

The Waymo AV was traveling westbound in the left lane on [XXX] and making a left turn into a parking lot driveway entrance at [XXX] when the undercarriage of the Waymo AV made contact with the pavement. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Fixed Infrastructure
30610-14419,"Zoox, Inc.",2026-03-01,2026-03-01,San Francisco,CA,Street,Passenger Car,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"A Zoox autonomous vehicle, traveling west on [XXX] toward [XXX] in San Francisco, stopped next to parked vehicles with active hazard lights to pick up a passenger. Just after the passenger entered the Zoox vehicle, a passenger car (Vehicle 2) traveling behind attempted to pass on the left and swiped the Zoox vehicle's left rear fender.  The Zoox vehicle was towed from the scene and was found to have sustained minor damage. No injuries were reported, and police were not notified.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14387,Waymo LLC,2026-03-01,2026-03-01,Los Angeles,CA,Street,First Responder Vehicle,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 1:20 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a first responder vehicle on [XXX] at [XXX].

The Waymo AV was traveling westbound on [XXX] when it slowed to a stop at a sign at the intersection with [XXX]. While the Waymo AV was stopped, an active emergency vehicle with emergency lights activated traveling eastbound on [XXX] approached the intersection, and the Waymo AV began to move a short distance to the right to create additional room for the emergency vehicle to pass to the Waymo AV's left before coming to a stop to yield to the oncoming emergency vehicle. While the Waymo AV was stopped, the emergency vehicle continued to exit the intersection along [XXX] and proceeded to pass the Waymo AV to the left. As the emergency vehicle was passing the Waymo AV, the left side of the emergency vehicle made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Emergency Vehicle
30270-14348,Waymo LLC,2026-03-01,2026-03-01,Los Angeles,CA,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,22,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 3:27 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX].

The Waymo AV was traveling southeastbound on [XXX] when a passenger car traveling westbound in an alley between [XXX] and Missouri Avenue proceeded into [XXX], entering the Waymo AV's lane of travel, and the front left side of the passenger car made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14346,Waymo LLC,2026-03-01,2026-03-01,San Antonio,TX,Street,"Other, see Narrative",Property Damage. No Injured Reported,Passing,12,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 3:18 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Antonio, Texas was in a collision involving a skid-steer loader construction vehicle on [XXX] near [XXX].

The Waymo AV was traveling westbound through a construction zone on [XXX] when it maneuvered to the left to pass a skid-steer loader construction vehicle that was stopped facing westbound in the Waymo AV's lane of travel with its lift arm and bucket elevated. While the Waymo AV was passing to the left of the skid-steer loader, the skid-steer loader rotated to the left as it began to reverse towards the north curb, and the left side of the skid-steer loader bucket made contact with the front right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Unknown,No Injury,Other / Unknown
30270-14344,Waymo LLC,2026-03-01,2026-03-01,Tempe,AZ,Street,Other Fixed Object,Property Damage. No Injured Reported,Lane / Road Departure,18,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 5:29 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a curb on [XXX] near [XXX].

The Waymo AV was traveling eastbound in the right lane on [XXX] when it activated its right turn signal and began to slow and maneuver to the right, towards the south curb, and the front right tire of the Waymo AV made contact with the south curb. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Fixed Infrastructure
30270-14345,Waymo LLC,2026-03-01,2026-03-01,Austin,TX,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,33,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 9:09 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a passenger car on [XXX] near [XXX].

The Waymo AV was traveling southbound on [XXX] when it approached a passenger car that was stopped facing east, perpendicular to the roadway, partially in the adjacent center two-way left turn lane and partially in the northbound lane on [XXX], attempting a multi-point turn. While the Waymo AV proceeded straight, the passenger car began to reverse, entering the Waymo AV's lane of travel, and the rear right side of the passenger car made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Unknown,No Injury,Passenger Vehicle
30270-14343,Waymo LLC,2026-03-01,2026-03-01,San Francisco,CA,Street,Van,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 1:12 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a van on [XXX] near [XXX].

The Waymo AV was stopped facing west in the right lane on [XXX], partially in the left lane, with its right turn signal activated for a passenger pickup. While the Waymo AV was stopped, a van traveling westbound in the right lane on [XXX] began to change lanes to the left lane. As the van continued to change lanes and passed the Waymo AV to the left, the right side of the van made contact with the left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14335,Waymo LLC,2026-03-01,2026-03-01,Miami,FL,Street,SUV,Property Damage. No Injured Reported,Passing,3,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 6:28 AM ET a Waymo Autonomous Vehicle (""Waymo AV"") operating in Miami, Florida was in a collision involving an SUV on [XXX] near [XXX].

The Waymo AV was traveling eastbound on [XXX] when it slowed to a stop in-lane to yield to an SUV stopped facing east in-lane. While the SUV was stopped, the Waymo AV proceeded slowly forward and began to pass the SUV to the right. While the Waymo AV was passing the SUV, a passenger in the SUV opened the rear right door of the SUV, and the rear right door of the SUV made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
31101-14418,Avride Inc.,2026-03-01,2026-03-01,Austin,TX,Intersection,SUV,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], at 2:03 PM, an AVRIDE autonomous vehicle (the ""AVRIDE AV"") was in a collision in Austin, Texas on [XXX] near [XXX]. The AVRIDE AV was stopped facing northwest on [XXX] in autonomous mode, waiting to take a right turn onto [XXX]. As the AVRIDE AV was waiting for traffic to clear to make the right turn, an SUV traveling northeastbound on [XXX] swerved right at the last minute and proceeded to drive directly towards the AVRIDE AV. This resulted in the front of the SUV making contact with the left side of the AVRIDE AV. Both vehicles sustained damage. Driver side airbags were deployed on the AVRIDE AV. Airbags were not deployed for the SUV. A tow was required for the AVRIDE AV. No tow was required for the SUV. No injuries were reported.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
13781-13645,"Tesla, Inc.",2026-03-01,2026-01-01,Austin,TX,Parking Lot,Pole / Tree,Property Damage. No Injured Reported,Backing,1,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS started reversing  after encountering a blocked alley.  As the ADS was reversing, the ADS's rear end made contact with a wooden electrical pole. Safety monitor was present and no passengers were inside the vehicle.",2026,1,January,1,2,Unknown,No Injury,Fixed Infrastructure
13781-13646,"Tesla, Inc.",2026-03-01,2026-01-01,Austin,TX,Parking Lot,Other Fixed Object,Property Damage. No Injured Reported,Backing,2,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS  was reversing in a parking lot. As the ADS was reversing into an empty parking space, the ADS's right rear tire made contact with a corner of a curb. Safety monitor was present and no passengers were inside the vehicle.",2026,1,January,1,2,Clear,No Injury,Fixed Infrastructure
13781-13644,"Tesla, Inc.",2026-03-01,2026-01-01,Austin,TX,Street,Heavy Truck,Property Damage. No Injured Reported,Proceeding Straight,4,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS  was proceeding straight on a street, where space was minimal due to a parked heavy duty tow truck and a parked passenger vehicle on the either side of the street. As the ADS continued straight, the ADS's left side mirror made contact with the heavy duty tow truck's left side of the bed. Safety monitor and one passenger were present.",2026,1,January,1,2,Unknown,No Injury,Commercial Vehicle
13781-13648,"Tesla, Inc.",2026-03-01,2026-01-01,Austin,TX,Street,Bus,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS was stopped at an intersection with a red light in the left most lane (the adjacent right lane next to the ADS was blocked off with construction barriers). While the ADS remained stopped, a metrobus from the perpendicular left of the ADS made a right turn into the lane nearest the ADS. As the metrobus made the right turn, the bicycle rack in front of the metrobus sideswiped the ADS's left side. Safety monitor and two passengers were present.",2026,1,January,1,2,Clear,No Injury,Commercial Vehicle
13781-13647,"Tesla, Inc.",2026-03-01,2025-12-01,Austin,TX,Street,Other Fixed Object,Property Damage. No Injured Reported,Proceeding Straight,17,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS  was proceeding straight on a two lane street in the #2 lane. As the ADS continued straight on the street, the ADS's rear right tire proceeded over an uneven pavement that punctured the rear right tire. As the ADS reduced vehicle speed to approximately 18MPH while pulling over to the side of the road, the ADS's rear right tire made contact with the corner of a right curb. The ADS initiated a minimal risk condition maneuver due to the loss in tire pressure. Safety monitor and a passenger were present inside the vehicle.",2025,12,December,4,3,Clear,No Injury,Fixed Infrastructure
13781-13237,"Tesla, Inc.",2026-03-01,2025-11-01,Austin,TX,Street,"Other, see Narrative",No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS was stopped behind traffic at an intersection with a red light. A person on a motor scooter (VRU) approached the ADS from behind and moved into a gap directly behind the ADS. As the VRU was directly behind the stopped ADS, the VRU steered right and made contact with the ADS's rear end. Afterwards the VRU hopped the right curb and continued to proceed straight on the sidewalk. Safety monitor and passenger were present in the vehicle.",2025,11,November,4,4,Clear,No Injury,Other / Unknown
13781-11986,"Tesla, Inc.",2026-03-01,2025-10-01,Austin,TX,Street,"Other, see Narrative",Property Damage. No Injured Reported,Proceeding Straight,18,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS made a left turn onto a residential street. As the ADS passed a residential house, with a dump trailer parked in the driveway and the trailer's gooseneck hitch sticking out into the street, the ADS's side mirror made contact with the gooseneck hitch. Safety monitor was present and no passengers were inside the vehicle.",2025,10,October,4,5,Unknown,No Injury,Other / Unknown
13781-11787,"Tesla, Inc.",2026-03-01,2025-09-01,Austin,TX,Intersection,Animal,No Injured Reported,Stopped,27,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS was proceeding straight in the center lane of the three lane street. As the Tesla ADS was approaching a green light at an intersection, a dog perpendicular to the Tesla vehicle is seen running into the intersection from the right. The Tesla ADS reduced vehicle speed and steered to the left. The dog proceeded to run onto the main road and toward the Tesla ADS's lane and path. The Tesla ADS continued to reduce vehicle speed and biased left in lane. The dog ran toward the Tesla and made contact with the bottom of the Tesla ADS's front right bumper which caused the dog to be pushed to the right, into the lane and path of an approaching van. As the Tesla ADS continued to proceed forward, the dog appeared behind the van and was seen running away from the street, only to turn around and run back toward the street. Safety monitor was present and no passengers were inside the vehicle.",2025,9,September,3,6,Unknown,No Injury,Animal
13781-11784,"Tesla, Inc.",2026-03-01,2025-09-01,Austin,TX,Intersection,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,6,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS proceeded straight in a parking lot. A passenger vehicle came into view while reversing from a perpendicular parking aisle on the right, which was marked for entry only, and was moving toward the Tesla ADS in the wrong direction against directional road markings. The Tesla ADS reduced vehicle speed and steered to the left. The reversing passenger vehicle continued reversing  and made contact with the right side of the Tesla vehicle. Safety monitor was present and no passengers were inside the vehicle.",2025,9,September,3,6,Clear,No Injury,Passenger Vehicle
13781-11687,"Tesla, Inc.",2026-03-01,2025-09-01,Austin,TX,Parking Lot,Other Fixed Object,Property Damage. No Injured Reported,Making Left Turn,6,ADS,Verified Engaged,Yes,"Summary: This updated report does not report a new incident or make any material changes to the factual record. It only removes confidential or personally identifying information to make the incident narrative publicly available. The Tesla ADS was stopped in the bi-directional turn lane (or center left turn lane) of a five lane road with its left indicator active. When the two lanes of oncoming traffic were clear, the ADS made an unprotected left turn into an entrance of a parking lot. As the ADS entered the parking lot, the ADS made contact with a metal chain. The ADS had a safety monitor present with one passenger in the vehicle. On 03/20/2026, while submitting this report and removing confidential or personally identifying information, the report was submitted in error indicating airbag deployment and tow for the subject vehicle. This is in error and the reports were updated to reflect that no airbags were deployed and no tow of the Tesla vehicle was conducted.",2025,9,September,3,6,Unknown,No Injury,Fixed Infrastructure
30270-14141,Waymo LLC,2026-03-01,2026-02-01,Phoenix,AZ,Street,Pickup Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On February [XXX], 2026 at 6:55 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a pickup truck on [XXX] near [XXX]. 

The Waymo AV was stopped facing east in the second from the right lane on [XXX] in a queue of traffic for a red light at the intersection with [XXX]. While the Waymo AV was stopped, a pickup truck initially stopped directly in front of the Waymo AV reversed, and the rear of the pickup truck made contact with the front of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,2,February,1,1,Clear,No Injury,Passenger Vehicle
30270-14269,Waymo LLC,2026-03-01,2026-03-01,San Francisco,CA,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,12,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 4:04 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a passenger car on [XXX] near [XXX]. 

The Waymo AV was traveling westbound through a construction zone on [XXX] in the rightmost lane delineated by a line of temporary orange pylons. A passenger car traveling westbound through the construction zone on [XXX], partially in the rightmost lane and partially in the bike lane, approached the Waymo AV from behind and the front left side of the passenger car made contact with the rear right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. 

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,No Injury,Passenger Vehicle
30270-14119,Waymo LLC,2026-03-01,2026-02-01,Houston,TX,Street,SUV,Property Damage. No Injured Reported,Proceeding Straight,43,ADS,Verified Engaged,Yes,"On February [XXX], 2026 at 10:35 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Houston, Texas was in a collision involving an SUV on [XXX] near [XXX].

The Waymo AV was traveling eastbound in the rightmost lane on [XXX] when an SUV traveling eastbound in the leftmost lane changed lanes to the right across two lanes and entered the second from the right lane, in front of and to the left of the Waymo AV. The SUV continued to change lanes to the right and entered the Waymo AV's lane of travel, and the front right side of the SUV made contact with the left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.

Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,2,February,1,1,Clear,No Injury,Passenger Vehicle
30270-14265,Waymo LLC,2026-03-01,2026-03-01,Los Angeles,CA,Street,Passenger Car,Minor W/O Hospitalization,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 10:00 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving a passenger car on [XXX] near [XXX].

The Waymo AV was traveling northwestbound in the rightmost lane on [XXX] when it slowed to a stop in a queue of traffic for a red light at the intersection with [XXX]. While the Waymo AV was stopped, a passenger car traveling northwestbound in the rightmost lane on [XXX] proceeded to change lanes to the left as it approached the Waymo AV from behind. As the passenger car was changing lanes, the front left side of the passenger car made contact with the front right side of a second passenger car traveling northwestbound in the adjacent lane on [XXX], and then the front of the first passenger car made contact with the rear left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. All three vehicles sustained damage. The passengers in the Waymo AV alleged minor injuries. 

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,Minor Injury,Passenger Vehicle
30270-14246,Waymo LLC,2026-03-01,2026-03-01,Inglewood,CA,Street,Van,Minor W/O Hospitalization,Stopped,0,ADS,Verified Engaged,Yes,"On March [XXX], 2026 at 5:56 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Inglewood, California was in a collision involving a van on [XXX] at [XXX]. 

The Waymo AV was traveling eastbound on [XXX] and approaching the intersection with [XXX] when it maneuvered to the left to yield to two traffic cones placed near the stop line in the Waymo AV's lane of travel. The Waymo AV came to a stop at the intersection in preparation to turn left, and while the Waymo AV was stopped, a van traveling southbound on [XXX] proceeded to turn right without stopping at the stop sign onto westbound [XXX], and the front right side of the van made contact with the front left side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. A passenger in the Waymo AV alleged a minor injury.

Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2026,3,March,1,0,Clear,Minor Injury,Passenger Vehicle
